Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
4-18-13,HDFC,EQ,790.4,795,821,795,813.35,818.25,810.58,3193433,2.59E+14,102134,2462784,0.7712
4-22-13,HDFC,EQ,818.25,819,839,816.95,838.9,835.6,831.12,2115449,1.76E+14,93757,1383861,0.6542
4-23-13,HDFC,EQ,835.6,838,844.8,823.65,837.15,838.1,834.53,1225389,1.02E+14,37297,757058,0.6178
4-25-13,HDFC,EQ,838.1,843.5,885.4,838.55,885.35,862.75,857.06,5182930,4.44E+14,82983,3715675,0.7169
4-26-13,HDFC,EQ,862.75,862.95,879.1,857.7,874.8,872.6,869.67,2560119,2.23E+14,128585,1854220,0.7243
4-29-13,HDFC,EQ,872.6,870.05,874.5,858,864.95,864.2,865.86,1634522,1.42E+14,79134,1194057,0.7305
4-30-13,HDFC,EQ,864.2,863.6,870.55,843.65,847.4,847.6,852.34,2710730,2.31E+14,110765,1818670,0.6709
5-02-13,HDFC,EQ,847.6,845.65,870.9,845.65,862,863.45,862.89,2976406,2.57E+14,143597,2325995,0.7815
5-03-13,HDFC,EQ,863.45,859.8,862,845.2,855.95,854.9,854.6,2059570,1.76E+14,58196,1402499,0.681
5-06-13,HDFC,EQ,854.9,858,861.35,845.5,853.85,852.65,852.09,1186405,1.01E+14,54134,842551,0.7102
5-07-13,HDFC,EQ,852.65,854.25,860.8,841.3,847.75,853.75,851.25,3260999,2.78E+14,124470,2499020,0.7663
5-08-13,HDFC,EQ,853.75,859.75,895,852,894.3,885,875.88,3070552,2.69E+14,79669,1456834,0.4745
5-09-13,HDFC,EQ,885,893,900.85,876.3,883,880.35,888.46,2182837,1.94E+14,58190,1067767,0.4892
5-10-13,HDFC,EQ,880.35,880,882.15,863.1,875.6,877.3,872.88,2659090,2.32E+14,65028,2042515,0.7681
5-11-13,HDFC,EQ,877.3,875,880,869.35,877,874.5,874.87,76194,6.67E+12,1497,42730,0.5608
5-13-13,HDFC,EQ,874.5,875,876.8,859.6,863.5,863.5,868.19,1652780,1.43E+14,67893,1134969,0.6867
5-14-13,HDFC,EQ,863.5,864.7,873,855.25,873,870.85,865.59,2017078,1.75E+14,78106,1564947,0.7758
5-15-13,HDFC,EQ,870.85,876.8,915.95,875,908.6,910.05,905.08,5682986,5.14E+14,118188,4052664,0.7131
5-16-13,HDFC,EQ,910.05,909.8,917.5,903.7,909.5,908.35,909.28,4700244,4.27E+14,89386,3951930,0.8408
5-17-13,HDFC,EQ,908.35,904,908,898.3,901,903.35,900.78,2665794,2.40E+14,98907,2282092,0.8561
5-20-13,HDFC,EQ,903.35,903,916.7,895,899.15,898.4,905.19,2658730,2.41E+14,60093,2247859,0.8455
5-21-13,HDFC,EQ,898.4,895.15,908.8,890.1,899.6,902.05,904.1,3095064,2.80E+14,57355,2330280,0.7529
5-22-13,HDFC,EQ,902.05,903.8,904,894.1,901.5,899.85,897.76,1971551,1.77E+14,53314,1528203,0.7751
5-23-13,HDFC,EQ,899.85,892.15,913.8,892.15,902,903.15,903.66,3458455,3.13E+14,132450,2657779,0.7685
5-24-13,HDFC,EQ,903.15,908,910.15,899.35,905.7,906.05,905.88,2830814,2.56E+14,74960,2182972,0.7711
5-27-13,HDFC,EQ,906.05,901.6,931.4,898.65,929,929.5,919.54,2443669,2.25E+14,97113,1745408,0.7143
5-28-13,HDFC,EQ,929.5,929.9,929.9,913.15,919.7,919.8,920.39,2347931,2.16E+14,95042,1803531,0.7681
5-29-13,HDFC,EQ,919.8,923.4,923.4,900.7,908.35,910.55,906.47,3007036,2.73E+14,81773,2298629,0.7644
5-30-13,HDFC,EQ,910.55,905.1,929,905.1,925,926.25,923.21,3100217,2.86E+14,65861,2426190,0.7826
5-31-13,HDFC,EQ,926.25,921.1,924,883.65,899.35,890.15,904.84,4387938,3.97E+14,115327,3423071,0.7801
6-03-13,HDFC,EQ,890.15,895,898.65,867.05,867.65,869.05,879.02,1870547,1.64E+14,62195,1147572,0.6135
6-04-13,HDFC,EQ,869.05,876.8,876.8,852,853.85,854.2,862.76,2621881,2.26E+14,133891,1810371,0.6905
6-05-13,HDFC,EQ,854.2,853.8,855,839.05,843,843.95,846.54,3011996,2.55E+14,119168,2349628,0.7801
6-06-13,HDFC,EQ,843.95,838.1,859.5,833.15,843,845,849.45,3198369,2.72E+14,71393,2127107,0.6651
6-07-13,HDFC,EQ,845,840,856.35,833.35,841,839.35,843.32,1645663,1.39E+14,71951,650744,0.3954
6-10-13,HDFC,EQ,839.35,844,864.05,835.8,855.7,852.6,850.34,2583932,2.20E+14,84396,1534520,0.5939
6-11-13,HDFC,EQ,852.6,845.5,851.8,826.4,829.9,831.15,836.42,2677716,2.24E+14,147499,1612549,0.6022
6-12-13,HDFC,EQ,831.15,830.4,830.4,816.25,819.95,820.75,822.73,2365088,1.95E+14,90055,1621702,0.6857
6-13-13,HDFC,EQ,820.75,806.1,816.55,804.3,815,812.2,810.2,5578717,4.52E+14,157683,4581582,0.8213
6-14-13,HDFC,EQ,812.2,820,838,820,834.9,835,832.99,3666156,3.05E+14,86287,2892457,0.789
6-17-13,HDFC,EQ,835,836.1,855.05,831,846.1,844.4,845.39,2464128,2.08E+14,80163,1787964,0.7256
6-18-13,HDFC,EQ,844.4,844.1,847,831.15,833.1,834,837.13,1752255,1.47E+14,46869,1124401,0.6417
6-19-13,HDFC,EQ,834,830,844.7,828.1,842.15,842.75,836.76,2567687,2.15E+14,85922,1789924,0.6971
6-20-13,HDFC,EQ,842.75,829,834,812,812,817.55,820.52,3677976,3.02E+14,77105,2979928,0.8102
6-21-13,HDFC,EQ,817.55,815,824.15,801.3,819.5,820.7,813,2841911,2.31E+14,111510,1904049,0.67
6-24-13,HDFC,EQ,820.7,814.8,829,809.95,824.9,824.8,819.54,2917116,2.39E+14,83650,2000266,0.6857
6-25-13,HDFC,EQ,824.8,826.9,834.9,810.1,812.55,817.45,825.99,2449730,2.02E+14,67225,1646581,0.6721
6-26-13,HDFC,EQ,817.45,818.6,824.35,810,811,815.6,819.13,2554481,2.09E+14,80306,2025169,0.7928
6-27-13,HDFC,EQ,815.6,816.5,843.2,809.05,829.75,837.15,823.61,4811518,3.96E+14,115269,3628405,0.7541
6-28-13,HDFC,EQ,837.15,839,886.5,839,867,879.05,870.05,5139254,4.47E+14,131373,3943944,0.7674
7-01-13,HDFC,EQ,879.05,879,891,861,890.7,889.65,884.63,2565358,2.27E+14,77335,1899080,0.7403
7-02-13,HDFC,EQ,889.65,886.65,893,872.25,877,875.15,885.11,2166106,1.92E+14,90602,1444931,0.6671
7-03-13,HDFC,EQ,875.15,870,871.6,850,859.75,853.6,857.06,1760408,1.51E+14,80227,1306694,0.7423
7-04-13,HDFC,EQ,853.6,857.3,867.7,849.8,853.25,852.1,858.59,1295767,1.11E+14,68948,824292,0.6361
7-05-13,HDFC,EQ,852.1,859,859.65,848.15,849.4,850.1,852.87,1960980,1.67E+14,81536,1401321,0.7146
7-08-13,HDFC,EQ,850.1,845.85,846.85,818,826.9,824.05,823.46,3695733,3.04E+14,96748,2782844,0.753
7-09-13,HDFC,EQ,824.05,826,832,826,830.1,830.05,829.54,3236206,2.68E+14,70642,2748714,0.8494
7-10-13,HDFC,EQ,830.05,833.2,834.15,822.4,825.05,827.5,828.87,3114437,2.58E+14,85539,2619856,0.8412
7-11-13,HDFC,EQ,827.5,838.5,856.7,834,851.8,854.8,851.04,3000215,2.55E+14,67983,2415384,0.8051
7-12-13,HDFC,EQ,854.8,857.3,859.55,836.95,851.1,851.3,848.74,2953316,2.51E+14,55404,2257469,0.7644
7-15-13,HDFC,EQ,851.3,849.85,853.6,841.1,848.35,848.5,848.73,1580962,1.34E+14,48335,1132137,0.7161
7-16-13,HDFC,EQ,848.5,831.8,831.8,805,817.6,816.05,813.96,3665638,2.98E+14,105977,2543580,0.6939
7-17-13,HDFC,EQ,816.05,820.5,829.05,803.25,814,817.1,820.19,5669579,4.65E+14,143460,4642855,0.8189
7-18-13,HDFC,EQ,817.1,818.5,835,815.2,830,829.05,821.44,5614744,4.61E+14,113663,4654426,0.829
7-19-13,HDFC,EQ,829.05,829.05,832,789.5,799.7,803.2,810.8,6622252,5.37E+14,151156,3989723,0.6025
7-22-13,HDFC,EQ,803.2,802.9,833.7,795.85,830.7,830.3,825.12,2146242,1.77E+14,80529,1210965,0.5642
7-23-13,HDFC,EQ,830.3,832,838.45,819.05,826.5,826.85,827.59,3677987,3.04E+14,77779,3078971,0.8371
7-24-13,HDFC,EQ,826.85,818.7,818.7,799.5,807.5,803.25,806.63,6483783,5.23E+14,104384,5608461,0.865
7-25-13,HDFC,EQ,803.25,804.4,816,797.25,800,800.8,805.76,4837186,3.90E+14,85196,3473939,0.7182
7-26-13,HDFC,EQ,800.8,805.15,813.95,795.3,804,805.55,804.02,2109712,1.70E+14,56016,1475997,0.6996
7-29-13,HDFC,EQ,805.55,803,816.8,803,804,806.6,808.84,1619897,1.31E+14,45024,1146669,0.7079
7-30-13,HDFC,EQ,806.6,807.1,821,801.55,809,807.85,809.32,3248187,2.63E+14,61230,2646119,0.8146
7-31-13,HDFC,EQ,807.85,807.85,816,794.6,800,800.45,804.96,5920069,4.77E+14,134256,4946666,0.8356
8-01-13,HDFC,EQ,800.45,805,825,805,818,817,818.58,4437968,3.63E+14,98678,3256337,0.7337
8-02-13,HDFC,EQ,817,825.7,827.3,798.4,803,808.35,813.6,2616340,2.13E+14,111067,1762890,0.6738
8-05-13,HDFC,EQ,808.35,808,817,787.2,796.1,798.95,802.04,2561534,2.05E+14,110278,1709645,0.6674
8-06-13,HDFC,EQ,798.95,798.45,807.55,734.85,757.05,751.85,775.7,5898868,4.58E+14,125010,3950723,0.6697
8-07-13,HDFC,EQ,751.85,759.7,759.7,723,725.8,729.7,734.52,11055713,8.12E+14,155235,8799364,0.7959
8-08-13,HDFC,EQ,729.7,730,751.5,729.7,745,746.95,743.05,6720921,4.99E+14,100300,5665244,0.8429
8-12-13,HDFC,EQ,746.95,755,783.15,745,770,769.75,764.96,5599176,4.28E+14,79453,4428111,0.7909
8-13-13,HDFC,EQ,769.75,769.85,794.6,755.45,793.9,791.95,779.58,3162116,2.47E+14,102045,2127399,0.6728
8-14-13,HDFC,EQ,791.95,795,799.3,775.55,783.1,780.7,783.76,2636452,2.07E+14,56444,1704669,0.6466
8-16-13,HDFC,EQ,780.7,780,780.3,731,740.45,737.9,743.75,5354663,3.98E+14,161452,4057391,0.7577
8-19-13,HDFC,EQ,737.9,731,740.65,712.2,725.15,735.5,726.23,5182645,3.76E+14,163726,4000378,0.7719
8-20-13,HDFC,EQ,735.5,716,740.7,710.55,726,726.25,726.7,5240733,3.81E+14,151613,4039567,0.7708
8-21-13,HDFC,EQ,726.25,750.8,759.45,734,745.45,747.25,747.28,6176085,4.62E+14,109480,5172201,0.8375
8-22-13,HDFC,EQ,747.25,744,748.85,727.2,736.45,735.9,737.43,3413023,2.52E+14,100543,2328726,0.6823
8-23-13,HDFC,EQ,735.9,737,747.9,720.1,738.95,740.85,735.96,3793047,2.79E+14,103972,2575173,0.6789
8-26-13,HDFC,EQ,740.85,744.25,749.8,735.45,739,744,744.66,2824008,2.10E+14,85236,2065994,0.7316
8-27-13,HDFC,EQ,744,735,735,666.75,689.05,686,688.02,5956827,4.10E+14,146970,3711156,0.623
8-28-13,HDFC,EQ,686,671.55,676.05,632.2,649.65,652.75,648.25,13780849,8.93E+14,284236,10389123,0.7539
8-29-13,HDFC,EQ,652.75,659,702.8,658.2,690.15,695.5,690.29,8304579,5.73E+14,125565,5508845,0.6634
8-30-13,HDFC,EQ,695.5,700,733.25,698.5,725,718.65,710.68,6360989,4.52E+14,154512,4934782,0.7758
9-02-13,HDFC,EQ,718.65,724.7,745,723.1,738.5,738.4,734.8,4222035,3.10E+14,115318,2774224,0.6571
9-03-13,HDFC,EQ,738.4,745,745,695.35,696,702.35,706.42,5619080,3.97E+14,106680,3846909,0.6846
9-04-13,HDFC,EQ,702.35,696,712.4,685.4,711.2,709.5,703.05,4033873,2.84E+14,107275,2509908,0.6222
9-05-13,HDFC,EQ,709.5,726.7,774.9,726.7,750,750.4,749.42,3853912,2.89E+14,100020,2604587,0.6758
9-06-13,HDFC,EQ,750.4,755,768,730,768,760.85,757.31,3509710,2.66E+14,146115,2119362,0.6039
9-10-13,HDFC,EQ,760.85,780,816.8,776,807,809.15,806.78,7012085,5.66E+14,150733,4646851,0.6627
9-11-13,HDFC,EQ,809.15,808.75,816.8,787.8,807,811.8,802.93,4672382,3.75E+14,131347,3267143,0.6992
9-12-13,HDFC,EQ,811.8,815.5,825,793.5,815.1,814.45,812.99,5844709,4.75E+14,154285,3785303,0.6476
9-13-13,HDFC,EQ,814.45,809.9,813.7,797.1,807.35,807.95,807.74,3841877,3.10E+14,110115,2774784,0.7222
9-16-13,HDFC,EQ,807.95,828,828,796.05,812.7,814.25,813.4,3154105,2.57E+14,116314,1957428,0.6206
9-17-13,HDFC,EQ,814.25,807,808.55,796.4,803.3,803.95,802.06,2827630,2.27E+14,94124,2067275,0.7311
9-18-13,HDFC,EQ,803.95,807,808.9,780,802.65,799.2,791.06,4697409,3.72E+14,117823,3037576,0.6466
9-19-13,HDFC,EQ,799.2,839,843.6,822.5,832,834.55,833.06,12423950,1.03E+15,205186,10176778,0.8191
9-20-13,HDFC,EQ,834.55,836,843.2,784.35,803.9,810.4,820.02,19090821,1.57E+15,185175,12469778,0.6532
9-23-13,HDFC,EQ,810.4,792,796.25,770,770.15,776.2,778.77,5102555,3.97E+14,143548,3692710,0.7237
9-24-13,HDFC,EQ,776.2,765.15,796.55,765,786.6,788.25,786.02,3818752,3.00E+14,98100,2359056,0.6178
9-25-13,HDFC,EQ,788.25,790,792,771.4,778.3,779.65,779.26,3581325,2.79E+14,74966,2406472,0.672
9-26-13,HDFC,EQ,779.65,777,799.5,775,790,792.85,792.63,4209459,3.34E+14,63952,2927022,0.6953
9-27-13,HDFC,EQ,792.85,797,797,777.3,784.05,784.2,783.36,2141757,1.68E+14,63477,1392545,0.6502
9-30-13,HDFC,EQ,784.2,780,780,755.7,758.15,764.25,770.72,3024909,2.33E+14,91584,2090331,0.691
10-01-13,HDFC,EQ,764.25,763.8,789.5,761.25,787,785.9,775.07,1873462,1.45E+14,101120,1018230,0.5435
10-03-13,HDFC,EQ,785.9,793.5,804.8,780.1,801.25,802.4,793.64,4233586,3.36E+14,137588,3037033,0.7174
10-04-13,HDFC,EQ,802.4,800.95,806.4,790.95,799.5,798.7,798.41,3557152,2.84E+14,143674,2555435,0.7184
10-07-13,HDFC,EQ,798.7,793.25,800.15,777.5,798,797.8,784.93,2439267,1.91E+14,69710,1536233,0.6298
10-08-13,HDFC,EQ,797.8,815.25,817.8,785.3,787,791.5,794.61,3597782,2.86E+14,68861,2690744,0.7479
10-09-13,HDFC,EQ,791.5,782.55,804.95,779.5,802.65,802.2,797.34,3937587,3.14E+14,94337,2150730,0.5462
10-10-13,HDFC,EQ,802.2,798.35,812.25,796,810.4,808.25,801.41,1568067,1.26E+14,49355,747978,0.477
10-11-13,HDFC,EQ,808.25,816.2,817,805.3,808.9,810.5,809.68,2241802,1.82E+14,47315,1431532,0.6386
10-14-13,HDFC,EQ,810.5,809.9,809.9,796.35,804.2,803.35,802.35,1734510,1.39E+14,58548,1050169,0.6055
10-15-13,HDFC,EQ,803.35,805,811,797.15,798.85,801.95,801.53,1709161,1.37E+14,43148,1004738,0.5879
10-17-13,HDFC,EQ,801.95,816,816,790,793.5,795.2,799.28,2421727,1.94E+14,65044,1390394,0.5741
10-18-13,HDFC,EQ,795.2,800,822,799.05,816.25,819.45,814.06,2055857,1.67E+14,56915,1235705,0.6011
10-21-13,HDFC,EQ,819.45,826.5,826.5,804.05,825.5,821.15,813.59,2714921,2.21E+14,77910,827085,0.3046
10-22-13,HDFC,EQ,821.15,816.05,820.55,799.2,813.25,810.7,806.78,2072556,1.67E+14,67296,971370,0.4687
10-23-13,HDFC,EQ,810.7,813.25,816.9,798.3,809,809.7,805.22,2014493,1.62E+14,73941,1174123,0.5828
10-24-13,HDFC,EQ,809.7,807.1,820,803.5,814.75,812.15,814.05,2202103,1.79E+14,65321,1286392,0.5842
10-25-13,HDFC,EQ,812.15,814,814,803.7,808.5,809.8,808.85,1613485,1.31E+14,50710,1058256,0.6559
10-28-13,HDFC,EQ,809.8,815,823,811.85,821.9,820.85,818.82,1410915,1.16E+14,89730,782144,0.5544
10-29-13,HDFC,EQ,820.85,827.8,842,812.55,838,839.6,829.99,2433473,2.02E+14,51393,1374515,0.5648
10-30-13,HDFC,EQ,839.6,842,852.2,838.85,845,849.45,847.58,5509041,4.67E+14,43678,2688885,0.4881
10-31-13,HDFC,EQ,849.45,846,859.25,844.05,857,855.05,852.07,4891246,4.17E+14,62028,3670410,0.7504
11-01-13,HDFC,EQ,855.05,855.5,859.3,845.1,853.5,855.4,855.21,3546371,3.03E+14,92167,2349391,0.6625
11-03-13,HDFC,EQ,855.4,856,858.65,843.25,853.25,852.8,851.62,176489,1.50E+13,2912,92535,0.5243
11-05-13,HDFC,EQ,852.8,848.5,864.9,848.5,857,859.45,859,2863157,2.46E+14,86504,2207223,0.7709
11-06-13,HDFC,EQ,859.45,856.1,857.95,833.05,841.7,838.95,846.34,3170876,2.68E+14,41351,1924990,0.6071
11-07-13,HDFC,EQ,838.95,842,859,837.95,842,841.75,846.94,2434715,2.06E+14,97700,1448820,0.5951
11-08-13,HDFC,EQ,841.75,834,838.95,805.55,810.7,809.35,816.89,3457699,2.82E+14,75984,2275524,0.6581
11-11-13,HDFC,EQ,809.35,809.35,814,793.65,806.2,805.35,806.74,2901036,2.34E+14,73302,1934710,0.6669
11-12-13,HDFC,EQ,805.35,808.7,813.8,793,793.4,794.85,801.2,1768595,1.42E+14,53400,1155464,0.6533
11-13-13,HDFC,EQ,794.85,790,801.65,788.55,793.55,791.4,794.2,2038529,1.62E+14,69903,1299488,0.6375
11-14-13,HDFC,EQ,791.4,800.1,812.95,790,792.6,793.3,797.7,1226278,9.78E+13,47244,639793,0.5217
11-18-13,HDFC,EQ,793.3,802.25,817,796.75,816.15,814.45,807.51,2930824,2.37E+14,77127,2095779,0.7151
11-19-13,HDFC,EQ,814.45,817.1,821.55,811.35,818.5,818.4,817.72,1295454,1.06E+14,49628,779765,0.6019
11-20-13,HDFC,EQ,818.4,813.5,826.1,801,802.95,807.75,817.28,1844772,1.51E+14,54521,1202868,0.652
11-21-13,HDFC,EQ,807.75,802,803.7,780.1,780.5,781.7,786.77,2638821,2.08E+14,90045,1642004,0.6222
11-22-13,HDFC,EQ,781.7,780.5,802.7,780.5,796.85,793.35,792.32,1420386,1.13E+14,58349,715962,0.5041
11-25-13,HDFC,EQ,793.35,798,822,797.4,816,818.7,810.33,1549773,1.26E+14,62316,970711,0.6264
11-26-13,HDFC,EQ,818.7,811,818,803,806,807.35,808.99,2081747,1.68E+14,81919,1457236,0.7
11-27-13,HDFC,EQ,807.35,807,812,795.55,807,808.1,802.82,2199636,1.77E+14,109253,1621338,0.7371
11-28-13,HDFC,EQ,808.1,815,818.6,805.6,815.25,814.1,813.14,2998078,2.44E+14,91809,2313650,0.7717
11-29-13,HDFC,EQ,814.1,814.55,827.45,812.25,825,823.8,824.28,3710056,3.06E+14,67408,1832322,0.4939
12-02-13,HDFC,EQ,823.8,821,832,821,824,827.65,829.18,1689702,1.40E+14,66283,1283050,0.7593
12-03-13,HDFC,EQ,827.65,822,826,815,820.7,822.4,820.16,2469584,2.03E+14,76330,1711066,0.6929
12-04-13,HDFC,EQ,822.4,820,821.35,810.05,814.15,812.15,816.7,1755186,1.43E+14,59832,1111055,0.633
12-05-13,HDFC,EQ,812.15,827,839,822.65,825,827.45,830.09,2586531,2.15E+14,66574,1884818,0.7287
12-06-13,HDFC,EQ,827.45,824.5,829.5,810.05,815.7,813.75,817.11,2472172,2.02E+14,93407,1840520,0.7445
12-09-13,HDFC,EQ,813.75,842.2,842.95,818.95,819.55,820,824.02,3450146,2.84E+14,81618,2764713,0.8013
12-10-13,HDFC,EQ,820,820,820.6,805.75,807.5,808.95,812.47,2515867,2.04E+14,77449,1779811,0.7074
12-11-13,HDFC,EQ,808.95,804.8,824.6,804.4,824,818.2,811.03,2365634,1.92E+14,46266,1691842,0.7152
12-12-13,HDFC,EQ,818.2,815.5,830.55,815.5,825.95,826.95,823.85,2374414,1.96E+14,58756,1362343,0.5738
12-13-13,HDFC,EQ,826.95,819.5,821.65,803.4,807.35,806.8,809.49,3540693,2.87E+14,74383,2579680,0.7286
12-16-13,HDFC,EQ,806.8,809.8,809.8,795.55,797.5,798.55,802.44,1868292,1.50E+14,70191,1275517,0.6827
12-17-13,HDFC,EQ,798.55,800.25,803,774.55,782.8,778.45,785.31,2100476,1.65E+14,63461,1490393,0.7096
12-18-13,HDFC,EQ,778.45,779.9,808.9,778.45,800,798.25,797.28,2269221,1.81E+14,67035,1599505,0.7049
12-19-13,HDFC,EQ,798.25,804,808.95,775,778,776.25,781.02,2096385,1.64E+14,68402,1306135,0.623
12-20-13,HDFC,EQ,776.25,770.1,808.35,770.1,805.65,801.85,790.75,2456400,1.94E+14,69122,1649795,0.6716
12-23-13,HDFC,EQ,801.85,801.85,807.2,787.15,789.95,789.8,794.01,1772374,1.41E+14,59070,1109244,0.6259
12-24-13,HDFC,EQ,789.8,793.3,795.05,778.1,779.25,779.9,782.36,1841042,1.44E+14,41280,1152410,0.626
12-26-13,HDFC,EQ,779.9,779,786.05,774.1,776.25,779.3,778.55,3829349,2.98E+14,65765,2338190,0.6106
12-27-13,HDFC,EQ,779.3,780.2,791.6,775.25,790,788.4,787.18,1390357,1.09E+14,47908,883993,0.6358
12-30-13,HDFC,EQ,788.4,791.8,799.4,786.95,798,795.65,794.25,1971385,1.57E+14,50087,1441086,0.731
12-31-13,HDFC,EQ,795.65,800.25,801.85,790.6,798,794.65,795.11,1330552,1.06E+14,44599,982331,0.7383
1-01-14,HDFC,EQ,794.65,798.25,800.1,790.6,794.8,793.5,794.33,587564,4.67E+13,30949,308810,0.5256
1-02-14,HDFC,EQ,793.5,791.6,809.5,784,786.5,791.1,801.14,2538179,2.03E+14,84179,1769558,0.6972
1-03-14,HDFC,EQ,791.1,791,794.9,780,793.15,791,790.21,1855802,1.47E+14,54240,1448449,0.7805
1-06-14,HDFC,EQ,791,790,798.4,784.35,795,795.85,791.03,1861785,1.47E+14,24908,1529849,0.8217
1-07-14,HDFC,EQ,795.85,794,800.6,788.4,798,797.9,794.87,2216143,1.76E+14,56220,1738763,0.7846
1-08-14,HDFC,EQ,797.9,797.9,805.5,795.35,802.5,804.3,801.71,2659846,2.13E+14,36777,1923423,0.7231
1-09-14,HDFC,EQ,804.3,803.25,806.85,797.4,801,802.15,803.3,2287549,1.84E+14,58315,1805312,0.7892
1-10-14,HDFC,EQ,802.15,796.2,806.25,796.2,801.7,801.45,802.15,3261578,2.62E+14,64080,2410677,0.7391
1-13-14,HDFC,EQ,801.45,803,822,800,821.4,818.65,812.52,2639823,2.14E+14,54096,1950600,0.7389
1-14-14,HDFC,EQ,818.65,817.1,826.25,817.1,820.8,824.35,824.38,2018695,1.66E+14,38524,1447853,0.7172
1-15-14,HDFC,EQ,824.35,824.1,849.8,820.65,843,846.5,838.53,4991438,4.19E+14,102630,3914433,0.7842
1-16-14,HDFC,EQ,846.5,846,866.5,845.3,850.75,857.6,855.92,4470573,3.83E+14,65821,3429073,0.767
1-17-14,HDFC,EQ,857.6,852,861.95,834.25,841.05,840.05,843.04,3708927,3.13E+14,73601,2402882,0.6479
1-20-14,HDFC,EQ,840.05,844.4,845,829.05,833.9,834.8,836.36,2884920,2.41E+14,35695,2151809,0.7459
1-21-14,HDFC,EQ,834.8,838,843.3,832.2,836.55,838.15,837.22,4270055,3.57E+14,39643,3788972,0.8873
1-22-14,HDFC,EQ,838.15,838.15,846.1,830.6,841.5,841.05,837.97,2824568,2.37E+14,41382,1976330,0.6997
1-23-14,HDFC,EQ,841.05,836.2,859.45,836.2,855.35,856.15,851.31,3523391,3.00E+14,65755,2677207,0.7598
1-24-14,HDFC,EQ,856.15,849,851.95,843.5,844.5,844.7,845.06,3481450,2.94E+14,49176,3056154,0.8778
1-27-14,HDFC,EQ,844.7,835,842.5,830.95,832.05,833,835.42,3281902,2.74E+14,68437,2653299,0.8085
1-28-14,HDFC,EQ,833,832.5,845,826.7,832,831.15,836.03,3437311,2.87E+14,52468,2584644,0.7519
1-29-14,HDFC,EQ,831.15,836,839,820.7,826.35,825.15,827.94,3226325,2.67E+14,57057,2520007,0.7811
1-30-14,HDFC,EQ,825.15,811.25,833.9,810.3,828.5,829.15,820.4,6127036,5.03E+14,60948,5069872,0.8275
1-31-14,HDFC,EQ,829.15,828.8,830.45,804.35,806.1,808.45,813.41,5171853,4.21E+14,81297,4256181,0.823
2-03-14,HDFC,EQ,808.45,802.1,808.65,785.35,785.35,788.85,797.1,3091470,2.46E+14,78301,2517132,0.8142
2-04-14,HDFC,EQ,788.85,782,796,778.45,788.6,788.15,787.13,2792957,2.20E+14,132736,1933777,0.6924
2-05-14,HDFC,EQ,788.15,787.9,789.65,779,784.9,784.8,784.35,1773469,1.39E+14,51808,1094568,0.6172
2-06-14,HDFC,EQ,784.8,789.75,796.3,772.35,786.85,785.35,783.15,2223598,1.74E+14,57632,1319824,0.5936
2-07-14,HDFC,EQ,785.35,790.8,793.95,775.3,785,783.45,784.4,2360800,1.85E+14,60167,1650627,0.6992
2-10-14,HDFC,EQ,783.45,783.25,785.65,762.8,764,765.4,771.76,2554784,1.97E+14,71174,1897035,0.7425
2-11-14,HDFC,EQ,765.4,764,777.25,764,776.4,774.8,772.12,2415467,1.87E+14,38769,1838396,0.7611
2-12-14,HDFC,EQ,774.8,779,786.65,773.9,785,785.5,782.81,2260055,1.77E+14,60098,1838519,0.8135
2-13-14,HDFC,EQ,785.5,780.25,784.85,763.2,764.55,766.05,770.8,1859299,1.43E+14,75230,1294822,0.6964
2-14-14,HDFC,EQ,766.05,763.2,773.6,755,771,770.7,763.89,3607903,2.76E+14,67547,2216549,0.6144
2-17-14,HDFC,EQ,770.7,767,788.5,767,779,779.3,781.83,4922666,3.85E+14,104655,3965386,0.8055
2-18-14,HDFC,EQ,779.3,779.3,807.5,779.3,802,803.9,800.74,2435186,1.95E+14,49150,1729054,0.71
2-19-14,HDFC,EQ,803.9,804.1,808.4,792.75,806.5,805.8,800.02,1513961,1.21E+14,53700,1052806,0.6954
2-20-14,HDFC,EQ,805.8,799.45,805.1,788.95,792.2,791.65,796.71,1414959,1.13E+14,54748,921328,0.6511
2-21-14,HDFC,EQ,791.65,792.3,803.75,791.05,798.85,800.6,799.99,928876,7.43E+13,65661,635944,0.6846
2-24-14,HDFC,EQ,800.6,797,813.2,788.55,813.05,810.25,802.87,768621,6.17E+13,45193,419887,0.5463
2-25-14,HDFC,EQ,810.25,815.1,817.65,807.15,812,811.4,813.38,1121054,9.12E+13,44908,704968,0.6288
2-26-14,HDFC,EQ,811.4,814,821.75,810,819.1,819.1,816.43,2057241,1.68E+14,42519,1533291,0.7453
2-28-14,HDFC,EQ,819.1,812.25,824.05,810.55,815,819.3,818.1,3326028,2.72E+14,79950,2566480,0.7716
3-03-14,HDFC,EQ,819.3,815,825.9,808.9,816,812.55,816.55,1144895,9.35E+13,55429,827144,0.7225
3-04-14,HDFC,EQ,812.55,811,824.6,811,821.1,821.85,821,1135629,9.32E+13,49082,801794,0.706
3-05-14,HDFC,EQ,821.85,824,828.6,812.6,827.1,827.15,820.81,1275795,1.05E+14,64801,907830,0.7116
